New Site Code,Asset Number,Catchment, Action Number,Site Number ,Waterway Action Plan ,Landholder,Contact,Action Summary ,Action ,Priority in WAP,Numeric Priority (Based on WAP),Lead Agency,Easting GDA 94 (start of works only),Northing GDA 94  (start of works only), Cost Estimate of Works , Actual Cost of Works , Status ,Inpsected ,Comments,Unnamed: 20,Unnamed: 21
WAP_2025_08_00296,"no.s 1891,1930,1931,1932,1933,1934,1935,1936,1937,1938.",Reach 1,1.3,Unknown,Shays Creek WAP 2004,Bernie Browne,5356 9391,Install grade control structures to provide sediment accumulation and alignment training.,Stability,Medium,2,WCMA,691037,5896533,"$100,000.00","$196,400.00",In progress,,Stage 2 to be designed & constructed. Vegetation needed to help secure 05/06 works. Works designed but not yet constructed for the Leslie site (upstream of Burns).,,
WAP_2025_08_00297,,Reach 1,1.3,Unknown,Shays Creek WAP 2004,Bernie Browne,5357 9391,Install grade control structures to provide sediment accumulation and alignment training.,Stability,Medium,2,WCMA,691037,5896533,$-,$-,Completed,,works u/s of stage 1 on mainstem and trib. Done - refer to Site 1.2 (Burns),,
WAP_2025_08_00298,,Reach 1,1.3,Unknown,Shays Creek WAP 2004,Unknown,Null,Install grade control structures to provide sediment accumulation and alignment training.,Stability,Medium,2,WCMA,691037,5896533,$-,$-,Completed,,,,
WAP_2025_08_00299,1891,Reach 1,1.4,Unknown,Shays Creek WAP 2004,Bernie Browne,5356 9391,Repair rock structure,Stability,Medium,2,WCMA,689103,5897228,"$25,000.00","$32,200.00",Completed,,,,
WAP_2025_08_00300,,Reach 1,1.4,Unknown,Shays Creek WAP 2004,Unknown,Null,Repair rock structure,Stability,Medium,2,WCMA,689103,5897228,$-,$-,Completed,,,,
WAP_2025_08_00301,,Reach 1,1.5,Unknown,Shays Creek WAP 2004,Unknown,Null,Revegetate benches and stabilise sand,Revegetation,Medium,2,WCMA,690032,5897356,"$1,000.00",$-,Planning,,,,
WAP_2025_08_00302,,Reach 1,1.6,Unknown,Shays Creek WAP 2004,Unknown,Null,Fence & revegetate,Fencing & Revegetation,Medium,2,WCMA,Null,Null,"$48,600.00",$-,Unknown,,,,
WAP_2025_08_00303,,Reach 1,1.6,Unknown,Shays Creek WAP 2004,Unknown,Null,"Fence and revegetate the channel to control stock access, improve soil stability, habitat and water quality values",Fencing & Revegetation,Medium,2,WCMA,Null,Null,"$30,000.00",$-,Planning,,,,
WAP_2025_08_00304,,Reach 1,1.7,Unknown,Shays Creek WAP 2004,Unknown,Null,"Undertake a thorough vegetation survey during spring/summer to identify and map remnant native vegetation patches, including rare/endagered plant species",Survey,Medium,2,WCMA,Null,Null,$500.00,$-,Planning,,,,
WAP_2025_08_00305,,Reach 1,1.8,Unknown,Shays Creek WAP 2004,Unknown,Null,Control rabbits on the slopes particularly in the tributaries,Rabbit Control,Medium,2,,Null,Null,Cost borne under other programs,Cost borne under other programs,Unknown,,,,
WAP_2025_08_00306,,Reach 1,1.9,Unknown,Shays Creek WAP 2004,Unknown,Null,Increase soil recharge through steep hill planting,Revegetation,Medium,2,,Null,Null,Cost borne under other programs,Cost borne under other programs,Unknown,,,,
WAP_2025_08_00307,,Reach 2,2.1,Unknown,Shays Creek WAP 2004,Bernie Browne,5356 9391,Survey and undertake work to control headcut,Stability,High,3,WCMA,689814,5896365,"$178,000.00",$-,Designed,,Design done. Old SCA reentry structure failing - deep erosion - reset structure and u/s works. Refer Site 2.1,,
WAP_2025_08_00308,,Reach 2,2.1,Unknown,Shays Creek WAP 2004,Unknown,Null,Survey and undertake works to control headcut,Stability,High,3,,689814,5896365,$-,$-,Completed,,,,
WAP_2025_08_00309,,Reach 2,2.2,Unknown,Shays Creek WAP 2004,Unknown,Null,"Investigate the risk posed by saline groundwater in this reach, Reach 3 and 4",Investigate,Medium,2,,Null,Null,"$2,000.00",,Planning,,,,
WAP_2025_08_00310,,Reach 2,2.2,Unknown,Shays Creek WAP 2004,Bernie Browne,5356 9391,Survey and undertake work s to control multiple headcut,Stability,High,3,WCMA,689540,5896731,"$25,000.00",$-,Surveyed,,In progress - site has been surveyed. No design done.,,
WAP_2025_08_00311,,Reach 2,2.2,Unknown,Shays Creek WAP 2004,Unknown,Null,Survey and undertake work s to control multiple headcut,Stability,High,3,,689540,5896731,$-,$-,Completed,,,,
WAP_2025_08_00312,,Reach 2,2.3,Unknown,Shays Creek WAP 2004,Unknown,Null,Control Rabbits,Rabbit Control,Medium,2,,689892,5897409,Cost borne under other programs,Cost borne under other programs,Unknown,,,,
WAP_2025_08_00313,,Reach 2,2.4,Unknown,Shays Creek WAP 2004,Unknown,Null,Revegetate the bed and banks of the channel. Fence where currently not fenced,Fencing & Revegetation,Medium,2,WCMA,688381,5897800,"$5,000.00",$-,Planning,,,,
WAP_2025_08_00314,,Reach 2,2.5,Unknown,Shays Creek WAP 2004,Unknown,Null,Treat occurrence of serrated tussock,Weed Control,Medium,2,,Null,Null,Cost to be borne by other programs,Cost to be borne by other programs,Unknown,,,,
WAP_2025_08_00315,,Reach 2,2.6,Unknown,Shays Creek WAP 2004,Bernie Boatman,5354 9391,Treat actively eroding tributary,Stability,Medium,2,WCMA,688590,5898115,Works and cost sharing already determined with DPI,$-,Unknown,,Refer to Grazor to liase with maureen Traynor re fencing.,,
WAP_2025_08_00316,,Reach 2,2.7,Unknown,Shays Creek WAP 2004,Unknown,Null,Control rabbits before any fencing structural or revegetation works begin,Rabbit Control,Medium,2,,Null,Null,$-,$-,Planning,,,,
WAP_2025_08_00317,,Reach 2,2.8,Unknown,Shays Creek WAP 2004,Unknown,Null,Increase soil recharge through steep hill planting,Revegetation,Medium,2,,Null,Null,$-,$-,Planning,,,,
WAP_2025_08_00318,,Reach 2,2.9,Unknown,Shays Creek WAP 2004,Unknown,Null,Fence & revegetate,Fencing & Revegetation,Medium,2,WCMA,Null,Null,"$19,200.00",$-,Planning,,,,
WAP_2025_08_00319,,Reach 2,2.9,Unknown,Shays Creek WAP 2004,Unknown,Null,Fence & revegetate,Fencing & Revegetation,Medium,2,WCMA,Null,Null,"$36,000.00",$-,Planning,,,,
WAP_2025_08_00320,,Reach 3,3.1,Unknown,Shays Creek WAP 2004,Unknown,Null,"Fence to control stock access. Revegetate to improve soil stability, habitat, and water quality values",Fencing & Revegetation,Medium,2,WCMA,Null,Null,"$30,000.00",$-,Planning,,,,
WAP_2025_08_00321,,Reach 3,3.1,Unknown,Shays Creek WAP 2004,A.Potts,Null,Control head cut,Stability,High,3,,688283,5899312,"$8,000.00",$-,Completed,,Constructed in 07/08,,
WAP_2025_08_00322,,Reach 3,3.1,Unknown,Shays Creek WAP 2004,Unknown,Null,Control head cut,Stability,High,3,,688283,5899312,$-,$-,Completed,,,,
WAP_2025_08_00323,,Reach 3,3.2,Unknown,Shays Creek WAP 2004,Unknown,Null,Fence nd revegetate to protect good quality vegetation,Fencing & Revegetation,Medium,2,WCMA,688101,5899185,$-,$-,Completed,,,,
WAP_2025_08_00324,,Reach 3,3.2,Unknown,Shays Creek WAP 2004,Unknown,Null,Investigate risk posed by saline groundwater inflow,Investigate,Medium,2,,Null,Null,$-,$-,Planning,,,,
WAP_2025_08_00325,,Reach 3,3.3,Unknown,Shays Creek WAP 2004,A.Potts,Null,Control multiple active headcuts,Stability,High,3,,687521,5899758,"$15,000.00",$-,Unknown,,,,
WAP_2025_08_00326,,Reach 3,3.3,Unknown,Shays Creek WAP 2004,Unknown,Null,Control multiple active headcuts,Stability,High,3,,687521,5899758,$-,$-,Completed,,,,
WAP_2025_08_00327,,Reach 3,3.4,Unknown,Shays Creek WAP 2004,Unknown,Null,Fence and revegetate to protect rare species within area,Fencing & Revegetation,Medium,2,WCMA,687521,5899758,"$14,640.00",$-,Planning,,,,
WAP_2025_08_00328,,Reach 3,3.5,Unknown,Shays Creek WAP 2004,A.Potts,Null,Control multiple active headcuts,Stability,High,3,,686844,5899357,"$15,000.00",$-,Unknown,,"WCMA to determine details of this landowner, Inspect and reapraise",,
WAP_2025_08_00329,,Reach 3,3.5,Unknown,Shays Creek WAP 2004,Unknown,Null,Control multiple active headcuts,Stability,High,3,,686844,5899357,$-,$-,Completed,,,,
WAP_2025_08_00330,,Reach 3,3.6,Unknown,Shays Creek WAP 2004,Unknown,Null,Fence and revegetate to protect rare species within area,Fencing & Revegetation,Medium,2,WCMA,686844,5899357,"$13,200.00",$-,Planning,,,,
WAP_2025_08_00331,,Reach 3,3.7,Unknown,Shays Creek WAP 2004,Unknown,Null,Control weeds,Weed Control,Medium,2,,687257,5897841,"$1,000.00",$-,Planning,,,,
WAP_2025_08_00332,,Reach 3,3.8,Unknown,Shays Creek WAP 2004,Unknown,Null,Fence and revegetate riparian zone with species of local provenance,Fencing & Revegetation,Medium,2,WCMA,687257,5897841,"$4,980.00",$-,Planning,,,,
WAP_2025_08_00333,,Reach 3,3.9,Unknown,Shays Creek WAP 2004,Unknown,Null,Control rabbits before any fencing structural or revegetation works begin,Rabbit Control,Medium,2,,Null,Null,Cost borne under other programs,Cost borne under other programs,Unknown,,,,
WAP_2025_08_00334,,Reach 4,4,Unknown,Shays Creek WAP 2004,Unknown,Null,Refer to Wimmera River Reach 6.2 WAP for further details,Unknown,Medium,2,,Null,Null,$-,,Unknown,,,,
WAP_2025_08_00335,,Reach 4,4.1,Unknown,Shays Creek WAP 2004,Unknown,Null,Control rabbits,Rabbit Control,Medium,2,,689177,5893810,Cost borne under other programs,Cost borne under other programs,Unknown,,,,
WAP_2025_08_00336,,Reach 4,4.2,Unknown,Shays Creek WAP 2004,Unknown,Null,Fence & revegetate,Fencing & Revegetation,Medium,2,WCMA,688990,5894053,"$8,520.00",$-,Planning,,,,
WAP_2025_08_00337,,Reach 4,4.3,Unknown,Shays Creek WAP 2004,Unknown,Null,Revegetate stream fence bed and banks,Revegetation,Medium,2,WCMA,688547,5895196,"$15,600.00",$-,Planning,,,,
WAP_2025_08_00338,,Reach 4,4.4,Unknown,Shays Creek WAP 2004,Unknown,Null,Control rabbits before any fencing structural or revegetation works begin,Rabbit Control,Medium,2,,Null,Null,Cost borne under other programs,Cost borne under other programs,Unknown,,,,
WAP_2025_08_00339,,Reach 4,4.5,Unknown,Shays Creek WAP 2004,Unknown,Null,Increase soil recharge through steep hill planting,Revegetation,Medium,2,,Null,Null,Cost borne under other programs,Cost borne under other programs,Unknown,,,,
WAP_2025_08_00340,,Reach 5,5.1,Unknown,Shays Creek WAP 2004,Unknown,Null,Survey of bed,Survey,Low,1,,686441,5896586,Refer action CW1 and CW2 Shays WAP,$-,Unknown,,,,
WAP_2025_08_00341,,Reach 5,5.2,Unknown,Shays Creek WAP 2004,Unknown,Null,Conduct education program on value of understorey vegetation,Education Program,Medium,2,,Null,Null,"$5,000.00",$-,Planning,,,,
WAP_2025_08_00342,,Reach 5,5.2,Unknown,Shays Creek WAP 2004,Len Perry,5358 1794,Install grade control structures to provide sediment accumulation,Stability,Low,1,,686441,5896586,"$30,000.00",$-,Defered,,Ian Perry,,
WAP_2025_08_00343,,Reach 5,5.3,Unknown,Shays Creek WAP 2004,Len Perry,5358 1794,Fence and revegetate bed and bank to assist in sediment trapping,Fencing & Revegetation,Medium,2,WCMA,686441,5896586,"$39,000.00",$-,Unknown,,Refer to Grazor - property of Len Perry 5358 1794,,
WAP_2025_08_00344,,Reach 5,5.3,Unknown,Shays Creek WAP 2004,Unknown,Null,"Fence to control stock access. Revegetate to improve soil stability, habitat, and water quality values",Fencing & Revegetation,Medium,2,WCMA,686441,5896586,"$24,000.00",$-,Planning,,,,
WAP_2025_08_00345,,Reach 5,5.3,Unknown,Shays Creek WAP 2004,Unknown,Null,"Fence to control stock access in higher value sections. Revegetate to improve soil stability, habitat, and water quality values",Fencing & Revegetation,Medium,2,WCMA,686441,5896586,"$9,000.00",$-,Planning,,,,
WAP_2025_08_00346,,Reach 5,5.4,Unknown,Shays Creek WAP 2004,Unknown,Null,Treat active erosion heads,Stability,Low,1,,Null,Null,"$10,000.00",$-,Unknown,,,,
WAP_2025_08_00347,,Reach 6,6.1,Unknown,Shays Creek WAP 2004,Unknown,Null,Control spiny broom downstream to and along Wimmera river,Weed Control,Medium,2,,Null,Null,Cost borne under other programs,$-,Unknown,,,,
WAP_2025_08_00348,,Reach 6,6.2,Unknown,Shays Creek WAP 2004,Unknown,Null,Undertake longitudinal and cross section survey to determine location for grade control structures,Survey,Medium,2,WCMA,685940,5895977,Refer action CW1 and CW2 Shays WAP,$-,Unknown,,,,
WAP_2025_08_00349,,Reach 6,6.3,Unknown,Shays Creek WAP 2004,Maureen Traynor,5336 0287 0417336301,Install grade control structures to provide sediment accumulation,Stability,Medium,2,WCMA,685940,5895977,"$20,000.00",$-,Unknown,,Refer to Grazor to liase with maureen Traynor re fencing.,,
WAP_2025_08_00350,,Reach 6,6.3,Unknown,Shays Creek WAP 2004,Unknown,Null,Install grade control structures to provide sediment accumulation,Stability,Medium,2,,685940,5895977,$-,$-,Completed,,,,
WAP_2025_08_00351,,Reach 6,6.4,Unknown,Shays Creek WAP 2004,Unknown,Null,Fence & revegetate,Fencing & Revegetation,Medium,2,WCMA,685940,5895977,"$26,160.00",$-,Planning,,,,
WAP_2025_08_00352,,Reach 6,6.5,Unknown,Shays Creek WAP 2004,Unknown,Null,Weed control including targeted attack on Spiny Rush and Flax Leaf Broom (Genista linifolia),Weed Control,Medium,2,,Null,Null,Cost borne by other programs,Cost borne by other programs,Unknown,,,,
WAP_2025_08_00353,,Reach 7,7.1,Unknown,Shays Creek WAP 2004,Unknown,Null,"Fence to control stock access. Revegetate to improve soil stability, habitat, and water quality values",Fencing & Revegetation,Low,1,WCMA,Null,Null,"$36,000.00",$-,Planning,,,,
WAP_2025_08_00354,,Reach 7,7.1,Unknown,Shays Creek WAP 2004,Unknown,Null,Undertake longitudinal and cross sectional survey of eroding tributary,Stability,Medium,2,,685321,5895448,"$1,000.00",$-,Unknown,,,,
WAP_2025_08_00355,,Reach 7,7.2,Unknown,Shays Creek WAP 2004,Maureen Traynor,5334 0287 0417336301,Repair damaged drop structure and install additional grade control structures,Stability,Medium,2,WCMA,685865,5895609,"$30,000.00",$-,Completed,,Site has been inspected by SKM.,,
WAP_2025_08_00356,,Reach 7,7.2,Unknown,Shays Creek WAP 2004,Unknown,Null,Repair damaged drop structure and install additional grade control structures,Stability,Medium,2,WCMA,685865,5895609,$-,$-,Completed,,,,
WAP_2025_08_00357,,Reach 7,7.3,Unknown,Shays Creek WAP 2004,Unknown,Null,Fence & revegetate,Fencing & Revegetation,Medium,2,WCMA,685321,5895448,"$6,600.00",$-,Planning,,,,
WAP_2025_08_00358,,Reach 7,7.4,Unknown,Shays Creek WAP 2004,Unknown,Null,Undertake longitudinal and cross section survey of reach,Survey,Medium,2,,684428,5894960,Refer action CW1 and CW2 Shays WAP,$-,Unknown,,,,
WAP_2025_08_00359,,Reach 7,7.5,Unknown,Shays Creek WAP 2004,Maureen Traynor,5335 0287 0417336301,Install additional grade control structures,Stability,Medium,2,Refered to Council,684540,5895145,"$40,000.00",$-,Refer to Other Agency,,WCMA confirm upstream and downstream landholders. Ford Crossing bw Traynor and Frampton. Refer to Council - needs works.,,
WAP_2025_08_00360,,Reach 7,7.5,Unknown,Shays Creek WAP 2004,Unknown,Null,Install additional grade control structures,Stability,Medium,2,,684540,5895145,$-,$-,Completed,,,,
WAP_2025_08_00361,,Reach 7,7.6,Unknown,Shays Creek WAP 2004,Unknown,Null,Fence & revegetate,Fencing & Revegetation,Medium,2,WCMA,684428,5894960,"$50,400.00",$-,Planning,,,,
WAP_2025_08_00362,,Reach 7,7.7,Unknown,Shays Creek WAP 2004,Maureen Traynor,5336 0287 0417336301,Protect eroding left and right banks,Stability,Medium,2,WCMA,683312,5894323,"$3,500.00",$-,Unknown,,WCMA to contact landholder.            Jean Gibbs - housekeeper 53569326,,
WAP_2025_08_00363,,Reach 7,7.7,Unknown,Shays Creek WAP 2004,Unknown,Null,Protect eroding left and right banks,Stability,Medium,2,,683312,5894323,$-,$-,Completed,,,,
WAP_2025_08_00364,"no.s 1956,1957,1958",Reach 7,7.8,Unknown,Shays Creek WAP 2004,Howard Frampton,53569311  53569243,Repair minor headcut,Stability,High,3,WCMA,683005,5894194,"$1,000.00","$17,000.00",Completed,,,,
WAP_2025_08_00365,,Reach 7,7.8,Unknown,Shays Creek WAP 2004,Unknown,Null,Repair minor headcut,Stability,High,3,WCMA,683005,5894194,$-,$-,Completed,,,,
WAP_2025_08_00366,,Reach 9,9.1,Unknown,Shays Creek WAP 2004,Unknown,Null,Undertake longitudinal and cross section survey of reach,Stability,Medium,2,WCMA,682529,5894330,Refer action CW1 and CW2 Shays WAP,$-,Unknown,,,,
WAP_2025_08_00367,,Reach 9,9.2,Unknown,Shays Creek WAP 2004,Unknown,Null,Install grade control structures,Stability,Medium,2,,682529,5894330,$-,$-,Unknown,,,,
WAP_2025_08_00368,,Reach 9,9.3,Unknown,Shays Creek WAP 2004,Unknown,Null,Fence & revegetate,Fencing & Revegetation,High,3,WCMA,682529,Start: 5894330 End: 5894019,"$6,360.00",$-,Planning,,,,
WAP_2025_08_00369,,Reach 9,9.4,Unknown,Shays Creek WAP 2004,Unknown,Null,Fence & revegetate,Fencing & Revegetation,High,3,WCMA,682065,Start: 5894393 End: 5894330,"$5,760.00",$-,Planning,,,,
WAP_2025_08_00370,,Reach 9,9.5,Unknown,Shays Creek WAP 2004,Unknown,Null,Weed control including targeted attack of Spiny Rush Spiny Broom (calicotome spinosa) Flax Leaf Broom (genista linfolia),Weed Control,High,3,,Null,Null,Cost borne under other programs,$-,Unknown,,,,
WAP_2025_08_00371,,Reach 9,9.6,Unknown,Shays Creek WAP 2004,Unknown,Null,Trial phased eredication and replacement of Spiny Rush with indigenous semi aquatic species such as Common Reed (Phragmites australis) or native Juncus species,Revegetation,High,3,,Null,Null,"$10,000.00",$-,Planning,,,,
WAP_2025_08_00372,,Catchment Wide,CW1,Catchment Wide,Shays Creek WAP 2004,Unknown,Null,Longitudinal and cross section survey from the Wimmera river confluence to the upper catchment,Stability,High,3,,Null,Null,"$14,000.00",$-,Unknown,,,,
WAP_2025_08_00373,,Catchment Wide,CW2,Catchment Wide,Shays Creek WAP 2004,Unknown,Null,Sediment transport and streampower modelling,Modelling,High,3,,Null,Null,"$7,000.00",$-,Planning,,,,
WAP_2025_08_00374,1863 & 1888,Reach 5,Unknown,Unknown,Shays Creek WAP 2004,Kevin Thomas,5356 2278,Repair drop structure and construct grade control,Stability,Medium,2,WCMA,673342,5890492,"$48,100.00","$31,000.00",Completed,,,,
WAP_2025_08_00375,,Reach 4,4.1,Unknown,Six Mile Creek WAP 2003,Unknown,Null,"Construct rock chute to stabilize stream bed grade, batter, fence and revegetate banks. Provide off-stream watering points for stock",Stability,High,3,WCMA,Null,Null,$-,$-,Planning,,55m upstream of the Six Mile Ck bridge on the Landsborough road,,
